,date,text
3466,2020-11-12 10:30:06,"12 excellent podcasts with black hosts for pop culture, politics, or history fans https://t.co/MSOfjvY27j"
3467,2020-11-12 10:27:00,This robot could be an tightrope-walking acrobat https://t.co/kr5Ak26OSJ
3468,2020-11-12 10:07:00,"A tiny, wearable AC is just what we needed https://t.co/JFYBW9zTl4"
3469,2020-11-12 09:47:00,We absolutely love to sea it https://t.co/7VRra1ofro
3470,2020-11-12 09:30:05,A brief history of humans having sex and loving sea creatures in media https://t.co/kLlDRYf4qM
3471,2020-11-12 09:27:00,Time to print all of the things! https://t.co/b8Ohj9Ed2h
3472,2020-11-12 08:47:00,These impossibly realistic fruit-shaped cakes reminding us that absolutely anything can be cake https://t.co/gej0w564sn
3473,2020-11-12 08:30:21,"Here are the 5 books you need to read this summer, according to Bill Gates https://t.co/31vz563mJD"
3474,2020-11-12 08:27:00,It's time to cut out single-use cutlery https://t.co/LgClAj5FNf
3475,2020-11-12 07:47:00,Fire ants can create some crazy cool things 🐜 https://t.co/Sw5fS1WzhK
3476,2020-11-12 07:35:47,Everything I know about the internet I learned from playing Runescape https://t.co/8fSp5b3nnc
3477,2020-11-12 07:27:00,This unassuming robot could sneak into your home https://t.co/yOdBK56T6V
3478,2020-11-12 14:06:01,"Venture firm M13 names former Techstars LA managing director, Anna Barber, as its newest partner https://t.co/5yUzllhPsY by @jshieber"
3479,2020-11-12 14:01:38,mmhmm videochat software is now available to all on the Mac App Store https://t.co/52DFKxivnh by @jordanrcrook
3480,2020-11-12 14:01:19,Apple HomePod Mini review: Remarkably big sound https://t.co/DUhAWm4fiK by @bheater
3481,2020-11-12 14:00:59,Sonos launches an $8/month streaming radio service https://t.co/Oiz08FU1MB by @bheater
3482,2020-11-12 13:59:59,Sales CRM Pipedrive takes majority investment from Vista Equity Partners to reach unicorn status https://t.co/Qkf3hAiaxG by @sohear
3483,2020-11-12 13:59:57,Instagram redesign puts Reels and Shop tabs on the home screen https://t.co/aJV0JWa0Eg by @sarahintampa
3484,2020-11-12 11:04:41,"New research identifies key investment hubs for Impact Tech: San Francisco and London lead, followed by Paris, Berlin, Stockholm, Shanghai and Beijing. https://t.co/R0m3yLE7Su by @mikebutcher"
3485,2020-11-12 11:01:09,On-demand delivery app Glovo is spinning up a b2b logistics unit for super speedy urban delivery https://t.co/X5Hk6x1wOI by @riptari
3486,2020-11-12 09:01:02,"Railsbank, the Banking-as-a-Service, raises $37M in growth funding https://t.co/mUNGHsKgkY by @sohear"
3487,2020-11-12 08:45:49,"PUBG Mobile announces return to India: New game, $100 million investment https://t.co/XlrcC5abFT by @refsrc"
3488,2020-11-12 06:56:28,China to ship 3 billion parcels during post-COVID Singles' Day https://t.co/heztrR9346 by @ritacyliao
3489,2020-11-12 03:13:40,The Boox Poke 3 is my new favorite e-reader https://t.co/fNO8vYgk2U by Devin Coldewey
3490,2020-11-12 01:32:12,President-elect Joseph Biden reportedly plucks Revolution's Ron Klain as new chief of staff https://t.co/hZe7mMTYym by @nmasc_
3491,2020-11-12 01:07:12,"Rivian electric pickup will debut with three editions, with a cheaper one to follow https://t.co/oMn3Ihugcj by @kirstenkorosec"
3492,2020-11-12 00:05:34,"Study: London and SF have become Impact Tech hubs, with 280% increase in VC in 5 years https://t.co/pkax9dchJD by @mikebutcher"
3493,2020-11-11 23:29:35,"Rivian is making its hands-free driver assistance system standard in ""every vehicle"" it builds https://t.co/AD3nJEJvg7 by @kirstenkorosec"
3494,2020-11-11 23:10:20,"Daily Crunch: Google Photos will end free, unlimited storage https://t.co/xAI3uX04tF by @anthonyha"
3495,2020-11-11 22:32:01,"RIP Google Music, one of the company's last examples of generosity https://t.co/2WqfB4ME4G | by Devin Coldewey"
3496,2020-11-11 22:26:56,"Twitter brings its Stories feature, Fleets, to Japan https://t.co/NELqrtwi2c by @sarahintampa"
3497,2020-11-11 21:42:24,Facebook extends its temporary ban on political ads for another month https://t.co/hchZNxeVTO by @tayhatmaker
3498,2020-11-11 19:14:40,Ring doorbells recalled over fire threat https://t.co/9FDZoW1Xae by @bheater
3499,2020-11-11 19:02:02,"Join us for a live Q&amp;A with Bessemer's Byron Deeter next Tuesday at 3 p.m ET, noon PT https://t.co/j36PfSOSEL by @alex"
3500,2020-11-11 18:27:30,"Snap acquired https://t.co/TVrx7bxpIN, which makes AI-based voice agents for call centers, for $120M https://t.co/FvskEMAE7L by @ingridlunden"
3501,2020-11-11 18:07:00,Former Dropbox CFO Ajay Vashee is joining the powerhouse venture firm IVP in January https://t.co/BsXL0V9gzP by @cookie
3502,2020-11-11 18:06:23,"To own an AR future, Niantic wants to build a smarter map of the world https://t.co/eFFfP9RbFH by @lucasmtny"
3503,2020-11-11 18:02:21,Google cuts back on free storage to push users to paid plans https://t.co/kIFW8bBdy0 by @fredericl
3504,2020-11-11 18:01:37,Google cuts back on free storage to push users to paid plans https://t.co/s0rZ63k9NS by @fredericl
3505,2020-11-11 18:00:59,Dear Sophie: What does Biden's win mean for tech immigration? https://t.co/FT4xCxwLXY by @Sophie_Alcorn
3506,2020-11-11 17:38:34,Europe puts out advice on fixing international data transfers that's cold comfort for Facebook https://t.co/YlcKNk7Gvb by @riptari
3507,2020-11-11 17:36:24,Amazon's new 'Care Hub' lets Alexa owners keep tabs on aging family members https://t.co/bE0UjwiVrr by @sarahintampa
3508,2020-11-11 17:13:26,"Startups want to hear from voices they trust for guidance on how to navigate through difficult times. We’re excited to announce the rest of the 2020 schedule for @ExtraCrunch Live, our virtual speaker series with live Q&amp;A https://t.co/8k9VCXrMtW"
3509,2020-11-11 16:56:19,Only 72 hours left until early-bird savings end for TC Sessions: Space 2020 https://t.co/FNhjWO9CG5
3510,2020-11-11 16:33:25,"As edtech crowds up, Campuswire bets big on real-time learning https://t.co/s8HijQHK4U by @nmasc_"
3511,2020-11-11 16:17:32,TikTok test lets users fundraise for charity from their profile https://t.co/WYxlFBicqd by @sarahintampa
3512,2020-11-11 16:07:39,Square and PayPal earnings bring good (and bad) news for fintech startups https://t.co/4DTdGRZGo9 by @alex
3513,2020-11-11 15:57:58,Honda to mass-produce Level 3 autonomous cars by March https://t.co/VtthNy7kQZ by @etherington
3514,2020-11-11 15:34:29,Fishtown Analytics raises $29.5M Series B for its data engineering platform https://t.co/PakK94FMWl by @fredericl
3515,2020-11-11 15:32:47,"Boostrapped Clearfind wants to cut your software spend, for a small fee https://t.co/0oXv9GDxWK by @jordanrcrook"
3516,2020-11-11 15:19:51,MTV partners with Unrd to create a mobile version of 'Ghosted: Love Gone Missing' https://t.co/BOEFi0FwfY by @anthonyha
3517,2020-11-11 15:12:33,Roku rolls out AirPlay 2 and HomeKit support to 4K devices https://t.co/7NC5UuoRBy by @sarahintampa
3518,2020-11-12 14:43:34,RT @AlanDawsonSport: American fighter Terence Crawford wants a big-money bout against Manny Pacquiao after his Kell Brook match this weeken…
3519,2020-11-12 14:40:34,US stocks waver as virus resurgence catches up with vaccine optimism https://t.co/L3Zz9t7UWV
3520,2020-11-12 14:38:13,"Talk about what you can provide the company — not the other way around, says @JobSearchAmanda https://t.co/TqIPciMDbl"
3521,2020-11-12 14:37:07,RT @BrandtLibertina: High-density markets in Chicago are struggling due to a shortfall of buyer interest as a result of the coronavirus pan…
3522,2020-11-12 14:36:07,"RT @AndrewE_Dunn: I profiled Humanigen, a tiny biotech that has raised hype and red flags with its unproven coronavirus drug. 

Here's how…"
3523,2020-11-12 14:33:54,"RT @arperelli: This week's influencer industry rundown: 

💵How nano influencers make money 
🏋🏻‍♂️Sway LA and Hype House's fitness guru…"
3524,2020-11-12 14:29:53,4 ways McDonald's execs say the pandemic will forever change the restaurant industry https://t.co/xVPBzNGKt4
3525,2020-11-12 14:15:07,"6 Chicago neighborhoods where real-estate investors can score the quickest returns, according to a top-ranked brokerage's CEO https://t.co/cDdVWcsIiL"
3526,2020-11-12 14:12:23,How 100 billion cranberries are harvested in six weeks https://t.co/rsWdJu397F
3527,2020-11-12 14:11:18,Here are the 7 key bets Amazon is making to transform the $3.6 trillion healthcare industry https://t.co/tJkauPNx2s
3528,2020-11-12 14:09:45,"If you want to find a sustainable, cheap way to keep guests warm this winter, consider infrared heaters — here's how they work (via @ConversationUS) https://t.co/zag9Nk5t00"
3529,2020-11-12 14:09:45,6 ways to set new goals and growth strategies when your business feels deflated (via @Entrepreneur) https://t.co/c41ZfeVuLb
3530,2020-11-12 14:04:48,10 times Elon Musk proved that Tesla doesn't need car dealers https://t.co/GXJevcXaRC
3531,2020-11-12 14:04:47,Perdue is launching turkey nuggets that taste like stuffing and cranberry sauce aimed at smaller Thanksgiving dinners https://t.co/GszwpT3DxW
3532,2020-11-12 14:04:47,"Meet Dragos, the $423 million startup fighting off the cyber attacks that are increasingly hitting power grids, oil fields, and automakers https://t.co/jkxo0spDQ4"
3533,2020-11-12 14:04:46,A personality psychologist explains why some people can't admit when they lose — and how they spin failure to blame others (via @ConversationUS) https://t.co/QRnL4Qd3zK
3534,2020-11-12 14:03:32,How a tiny biotech rebounded from bankruptcy and Martin Shkreli at the helm to convince the NIH to bet on its unproven coronavirus drug https://t.co/NN8qVnNVPO
3535,2020-11-12 14:01:00,"""A smaller budget has shown us our priorities"" https://t.co/vJpbdweAfr"
3536,2020-11-12 14:00:35,"The stock market's fear gauge is approaching a key technical level that could signal further upside for equities, Fundstrat's Tom Lee says https://t.co/e9N3PxpBaD"
3537,2020-11-12 13:59:26,"REI gives its employees a paid day off on Black Friday, but hourly workers say that it's a 'marketing move' and that the company has strayed from its co-op roots https://t.co/lUj4Tl6pIp"
3538,2020-11-12 13:57:50,Inside WarnerMedia as huge layoffs hit the company and chatter swirls around the futures of CNN and HBO Max https://t.co/zsO7iEWXrK
3539,2020-11-12 13:57:42,HOW TO TRADE A BIDEN PRESIDENCY: A complete investing guide to profiting from the election outcome and its impact on markets https://t.co/uQBJhVLiUQ
3540,2020-11-12 13:52:38,"RT @Vlajournaliste: Since starting his career in the treasurer's office of General Motors, Richard Selvala has spent the past three decades…"
3541,2020-11-12 13:44:55,"Mortgage rates are at all-time lows, and you don't need to worry about a significant increase anytime soon https://t.co/wkO6CayHIi"
3542,2020-11-12 13:41:23,"Take a look at Nike's new self-lacing Air Jordan 11, on sale in December https://t.co/KCORdaLGfz"
3543,2020-11-12 13:39:42,"US weekly jobless claims fall to 709,000, lower than economist forecasts as labor-market recovery accelerates https://t.co/2bFHIj5hxP"
3544,2020-11-12 13:34:46,"Joe Biden is an excellent example of 'vulnerable' leadership, says prominent social scientist Brené Brown. Here's what that means, and how anyone can emulate the quality. https://t.co/BUIV9dSFMv"
3545,2020-11-12 13:34:45,A Panasonic battery VP explains the biggest challenge her team faces as it prepares for a huge wave of electric cars https://t.co/xvebyiKDSw
3546,2020-11-12 13:34:30,RT @tashslyo: How model-turned-CEO Natasha Oakley got her start right out of high school and now leads a multimillion-dollar swimwear brand…
3547,2020-11-12 13:32:37,"Bitcoin climbs above $16,000 to its highest level since January 2018 as crypto rally pushes forward https://t.co/qSFvMUe1MZ"
3548,2020-11-12 13:23:20,RT @Politicsinsider: Republican power is up for grabs in the post-Trump world. Here are the 16 GOP power centers that Joe Biden will have t…
3549,2020-11-12 13:22:18,"Fauci predicts good results from Moderna's COVID-19 vaccine trial because it's similar to Pfizer's, but warns against declaring victory https://t.co/m0enaVE1Qt"
3550,2020-11-12 13:20:31,"Google is killing unlimited free storage for Photos, Docs, and Drive — but Pixel owners get an exemption https://t.co/K1A71DoULq"
3551,2020-11-12 13:19:45,Goldman Sachs says investors should make these 3 trades now ahead of an anticipated 20% stock-market rally over the next year https://t.co/KhkDqvt6K5
3552,2020-11-12 13:14:57,RT @elvina_nawaguna: Republican power is up for grabs in the post-Trump world. Here are the 16 GOP power centers that Joe Biden will have t…
3553,2020-11-12 13:14:30,"RT @davelevinthal: NEW: In a post-Trump Washington, there are 16 conservative power centers with which the Biden administration will grappl…"
3554,2020-11-12 13:09:46,The CEO of a $3.5 billion investing firm recounts how he went from working in GM's treasurer's office to hedging for high-net-worth investors on Wall Street — and shares 2 options strategies that investors can take advantage of now https://t.co/xTL1XyAiAU
3555,2020-11-12 13:09:45,Alibaba's Singles Day is over. Now comes the task of delivering $74 billion of merchandise ordered on world's largest shopping holiday. https://t.co/KwEuB6Uh9p
3556,2020-11-12 13:04:49,How nano influencers on YouTube and Instagram land brand deals and earn money https://t.co/4f4WNA0xM1
3557,2020-11-12 13:04:46,"Meet Naomi Gonzalez, the first-generation Cuban-American queer entrepreneur who escaped a religious cult, went to the Olympics, and built the beloved clothing brand TomboyX https://t.co/9TgJRVOfYp"
3558,2020-11-12 14:36:02,"MotoGP Tinggal 2 Seri Lagi, Alex Rins Yakin Salip Joan Mir Jadi Juara Dunia https://t.co/Pbs0q0bj99"
3559,2020-11-12 14:28:02,Kunci Bank Danamon Jaga Keamanan Nasabah https://t.co/IekP4ulKtL
3560,2020-11-12 14:14:03,3 Sosok Miliarder yang Kian Kaya Raya dari Produksi Vaksin Covid-19 https://t.co/4d5ieMaZ2S
3561,2020-11-12 14:14:03,"Wanita Ini Bahagia Beri Kado HP ke Ayah Tiri, Aksinya Bikin Terharu https://t.co/eIeN5way6Q"
3562,2020-11-12 14:14:02,Donny Van de Beek Ungkap Pesan Solskjaer soal Posisinya di MU https://t.co/KqVwPlB2us
3563,2020-11-12 14:10:31,Pentingnya Self-love di Dalam Sebuah Hubungan https://t.co/uZqRZNajwD
3564,2020-11-12 14:10:01,"Sosok Inspiratif Pemenang L-Men 2020, Pengidap Buta Warna yang Jadi Dosen https://t.co/z5VH5RO8xP"
3565,2020-11-12 13:59:02,Alibaba Bukukan Transaksi Rp 1.064 Triliun dari Festival Belanja 11.11 https://t.co/m1RP4sviX1
3566,2020-11-12 13:59:02,BTN Gandeng Telkom Berikan Internet Gratis 30 Desa di Jawa Barat https://t.co/Neh6TOhofP
3567,2020-11-12 13:49:33,"Viral Video Wanita Disebut Mirip Chef Renatta Moeloek, Ini 6 Potretnya https://t.co/3e8ljwuAzO"
3568,2020-11-12 13:45:32,6 Informasi Hoaks yang Menyertakan Tautan Situs Bodong https://t.co/wnyAyXm2os
3569,2020-11-12 13:42:03,"Kesadaran Berasuransi Meningkat, Aplikasi Milik Prudential Diakses 4,3 Juta Warga https://t.co/mUTWFBgTtu"
3570,2020-11-12 13:42:03,Sertifikat Kekayaan Intelektual Bakal Bisa Jadi Agunan Bank https://t.co/54Maq1vyVH
3571,2020-11-12 13:38:32,Klasemen Liga Italia: AC Milan Masih Sulit Dilewati https://t.co/Zn9bz0ZaM2
3572,2020-11-12 13:27:32,"Ada Doni Tata, 50 Pembalap Ramaikan Indonesia Enduro Rally Championship https://t.co/FtrAurPmme"
3573,2020-11-12 13:20:02,"Terlibat Monopoli, KPPU Siap Seret Perusahaan Logistik Ekspor Lobster ke Ranah Hukum https://t.co/eK5jqDgram"
3574,2020-11-12 13:14:03,Menu Makan Malam Kamala Harris Saat Rayakan Kemenangan Pilpres AS https://t.co/Hzm5qUyfZA
3575,2020-11-12 13:10:33,"MotoGP : Dihukum Larangan Balapan 4 Tahun, Iannone Tak Terima https://t.co/qummWGQTtG"
3576,2020-11-12 13:10:32,"Jangan Stres, Nanti Kena Stroke Lho https://t.co/e1tt6UsXuT"
3577,2020-11-12 13:07:03,1.014 Lulusan PKN STAN Bakal Disalurkan ke K/L dan Pemda https://t.co/PofGAUGjdT
3578,2020-11-12 13:07:03,"Ada Holding BUMN Pangan, Konsumsi Ikan Bakal Melonjak https://t.co/1o5MAxuOU1"
3579,2020-11-12 13:07:02,"Adira Finance Gelar Virtual Expo, Ada Promo Diskon Angsuran Hingga Rp 700 Ribu https://t.co/Hdsj0xzZYN"
3580,2020-11-12 12:53:02,KPPU Bantah Keterlibatan Pemerintah Soal Dugaan Monopoli Ekspor Benih Lobster https://t.co/ClUr5sK9dd
3581,2020-11-12 12:53:02,Wajah Baru Labuan Bajo Bakal Diresmikan Jokowi Maret 2021 https://t.co/TrDYDfANwU
3582,2020-11-12 12:45:32,Bintang Timnas Putri Shafira Ika Putri Ikuti Jejak Muharman Valeron https://t.co/dMP2PeFK5X
3583,2020-11-12 12:42:32,"Punya Nama Mirip Joe Biden, Wali Kota di Jepang Ini Curi Perhatian Warganet https://t.co/BdNkW6kPFm"
3584,2020-11-12 12:40:01,Memphis Depay Beri Kabar Baik bagi Barcelona https://t.co/0LYiJ9itkW
3585,2020-11-12 12:32:02,Kemenangan Joe Biden Beri Optimisme Pasar Keuangan Indonesia https://t.co/PS6LVMfbtW
3586,2020-11-12 12:28:02,Kemnaker Klaim UU Cipta Kerja Dongkrak Produktivitas Tenaga Kerja https://t.co/5XMkG0j2Fe
3587,2020-11-12 12:28:02,Menko Luhut Klaim Indonesia Mulai Keluar dari Resesi https://t.co/KAdPB2HkEf
3588,2020-11-12 12:11:57,RT @merdekadotcom: Memang tidak mudah menjalani usaha dari nol. Endrik terus bergerak dan terus menjalani usahanya. Meski sempat merasa pes…
3589,2020-11-12 12:10:32,Kalbe Farma Bagi Tips Hidup Sehat di Tengah Pandemi https://t.co/N5z7YJvRNW
3590,2020-11-12 12:06:32,"Menyimak Perspektif Segar Para Pembicara IdeaFest 2020, dari Dita Karang sampai Malcolm Gladwell https://t.co/vzEFoDli3r"
3591,2020-11-12 12:06:32,IDI Jabar Sebut Masih Banyak Pasien Positif COVID-19 Menolak Dirawat https://t.co/whbtVgASdv
3592,2020-11-12 12:03:32,"Rentan Cedera, Manajer MU Khawatirkan Marcus Rashford di Timnas Inggris https://t.co/LeMqGqL9pF"
3593,2020-11-12 12:03:32,Berikut Cara Mendeteksi Artikel Berita Hoaks https://t.co/JxfmzlFyRC
3594,2020-11-12 12:03:32,OJK: Likuiditas Bank Tidak Terlalu Mengkhawatirkan https://t.co/DCf9j7ZExL
3595,2020-11-12 11:54:03,"Masa Lalu Liga Champions: Digagas Jurnalis, Dihibur Real Madrid https://t.co/KqgOt1JkoK"
3596,2020-11-12 11:54:03,"Meski Naik, Tingkat Keterisian Pesawat Garuda Indonesia masih di Bawah 50 Persen https://t.co/LftBjtHs1r"
3597,2020-11-12 11:54:02,"Resesi Akibat Pandemi Covid-19 Hantam 92,9 Persen Negara di Dunia https://t.co/lUm7Wm1uj0"
3598,2020-11-12 05:46:32,@CombatDevolved 💜
3599,2020-11-12 05:41:46,@iocked1337 yw
3600,2020-11-12 05:40:16,@AreYouNit1 😂
3601,2020-11-12 05:38:52,@Chandravikram3 Nah
3602,2020-11-12 05:38:22,"@S76Who No, it's 2020 and we could all use some positive reinforcement."
3603,2020-11-12 01:26:32,https://t.co/UQbjJoIc2N
3604,2020-11-12 00:36:07,"RT @Xbox: We can't believe we have to say this, but please do not blow vape smoke into your Xbox Series X."
3605,2020-11-12 00:35:20,"@niamhppr If this isn't goals, what is?"
3606,2020-11-12 00:34:33,"@Penny_Lope You won't.

But will you?"
3607,2020-11-12 00:33:39,@retroguygaming @ us when it's ready.
3608,2020-11-12 00:00:00,"Get in loser, we're riding the Wayve. 🚗

Here's why Wayve aims to be the first company to launch its self-driving technology in 100 cities: https://t.co/oy4u0068lz"
3609,2020-11-11 23:19:45,"Shifting from the military to civilian life is challenging, especially during uncertain times. 

We're proud to support #veterans with our new Tech Transition Toolkit, allowing you to take simple steps toward achieving your goals: https://t.co/GGXYnEIAl3"
3610,2020-11-11 22:30:00,"Japanese photographer Masato Terauchi is pushing the boundaries of photography with tech. 📷 

Discover how: https://t.co/0M9t42KGUs"
3611,2020-11-11 21:55:29,"RT @MSFTIssues: Did you know? 

@Microsoft is using unused TV frequencies to bring internet access to 40 million people worldwide 📺

Read m…"
3612,2020-11-11 21:30:00,"We've come a long way since the first National Disability Employment Awareness Month (#NDEAM) in 1945, but there's still work to be done.

Learn more about increasing access and opportunity for those with disabilities: https://t.co/1joVJBv68D"
3613,2020-11-11 20:59:11,@EXCEL ❤
3614,2020-11-11 20:58:52,@Rillean_GoG S/o to your friends.
3615,2020-11-11 20:58:37,@jdefrancesco_ 👀
3616,2020-11-11 20:58:00,@SouthernThinker More power to you. 🌟
3617,2020-11-11 20:57:45,@MissPiperICT Excel-lent.
3618,2020-11-11 20:57:02,"RT @satyanadella: Today, we honor all who've served and continue to serve our country. This Veterans Day, we are sharing new resources to h…"
3619,2020-11-11 20:55:55,@thatgirlkath 😂
3620,2020-11-11 19:44:38,@ShaynaRose 💚
3621,2020-11-11 19:37:26,@PoromaPant A special good morning to you. 💘
3622,2020-11-11 19:03:00,Do you excel at Excel? 👀
3623,2020-11-11 18:05:43,1v1 @BakerMayfield? 👀🎮 https://t.co/eDLHlZ2Lur
3624,2020-11-11 17:08:00,"""VA is in this fight not only for the millions of veterans we serve each day; we’re in the fight for the people of the United States.”

We're proud to support the health of #veterans and their families through our collaboration with the @DeptVetAffairs: https://t.co/wZqNIIDCo7"
3625,2020-11-11 15:55:00,"Whether it’s someone you know or a complete stranger, thank a #veteran for their service today. #VeteransDay"
3626,2020-11-11 16:35:00,RT @lifehacker: Switch to Firefox before your older Android can no longer access huge parts of the web https://t.co/qD0Cwwx8cu https://t.co…
3627,2020-11-11 17:36:16,"📱 Bringing sign language technology to India!

See how @GoogleDevExpert @AkshayBahadur3 used the @GCPcloud Vision API to create his own sign language app to better communicate with the deaf community in India.

Watch for more → https://t.co/2fffWiV2Pt https://t.co/81AAzSA3IP"
3628,2020-11-11 16:12:15,"RT @googlewmc: Goodbye Google Webmasters, hello Google Search Central! We're changing our name, consolidating documentation, and refreshing…"
3629,2020-11-11 15:10:32,"⏰ #BazelCon 2020 goes live in 24 hours! Register for your chance to:
 
💚 Join over 1,000 attendees.
💚 Watch virtual presentations from @Google, @Twitter, @Pinterest, @Dropbox, @Uber, and more!
💚 Learn about the next major release (4.0).
 
Read more ↓ https://t.co/RKEtBhwko9"
3630,2020-11-12 11:27:42,"@justinbhayes Aah, good to hear that! Sorry for taking time to get back to you here but it turns out the page breaks on Safari on PC and while we're looking at it, there's no immediate solution to that. Anyhow, glad you could access it after all. Thanks!"
3631,2020-11-11 18:05:32,"RT @googlesearchc: Goodbye Google Webmasters, hello Google Search Central! We're changing our name, consolidating documentation, and refres…"
3632,2020-11-11 11:55:52,"🆕 CORS-RFC1918 needs your feedback! 

This proposal mitigates risks of unintentional exposure to the web for devices and servers (modems, routers, printers, etc.) on a private network. 

🚩 Enable the flag from Chrome 87 to get testing

https://t.co/fan9xzpSY4"
3633,2020-11-12 00:50:54,"🚨@PUBGMobile and @MetroVideoGame’s latest collaboration is here!🚨

See if you have what it takes to make it out of the brand new escape mode in the Metro Royale update.

https://t.co/fIpJLkcjvi https://t.co/0DJjTDNZRr"
3634,2020-11-11 21:32:34,"Diwali is upon us and we have a solid collection of apps to help you throw a fabulous virtual soiree with all your family and friends 🎆.

Get prepped to celebrate. https://t.co/VdcxSXZj1r"
3635,2020-11-11 19:14:59,"Tartaglia has arrived in @GenshinImpact 😯!

Unlock more characters, level-up in new challenges, and experience new stories in the latest update—that’s live right now: https://t.co/8etRNk5MzX https://t.co/IxcEGKPJ5Q"
3636,2020-11-12 13:35:03,Join our product experts for a GitHub Talk on November 18 and learn how to deliver and scale applications faster with containers in the cloud. Sign up here: https://t.co/Mo26UwQAHK https://t.co/x2JuOHZVbo
3637,2020-11-11 23:00:18,"Andrea @ALAColombia Griffiths is a veteran, OSS super fan, techie, and immigrant who supports the GitHub community every day. We’re thrilled to share her story in honor of Veterans Day. 
 
Read more at The ReadME Project: https://t.co/4wHyiiXKaM"
3638,2020-11-11 21:00:19,"Known as “The Captain America of Code,” @jeromehardaway created @VetsWhoCode to help fellow veterans feel like superheroes and build meaningful careers in tech. 

Read his story at The ReadME Project: https://t.co/vYcLYAvHop"
3639,2020-11-11 20:00:34,"Tenemos el placer de anunciar nuestro meetup virtual mensual GitHub ¡Presente! en español para Noviembre  https://t.co/lua5XwgHG9  
¡Acompáñanos! https://t.co/lUZ399wNab"
3640,2020-11-11 19:00:25,"Happy Veterans Day! With the help of coding bootcamps—and each other—many veterans are building thriving careers in tech. 

Read more at The ReadME Project: https://t.co/Vd0lYIcyCo"
3641,2020-11-11 16:30:10,"In honor of Veterans Day, we’re shining a light on organizations and individuals helping veterans build thriving careers in tech. https://t.co/mx7lhTURYR"
3642,2020-11-11 23:36:45,"Be like Michele and Always. Be. Testing.

A/B test like your conversions depend on it. https://t.co/NrbkLhpugY"
3643,2020-11-11 23:17:58,@priteshpatel9 @EivindSavio This bug has been filed internally. Thanks for the report.
3644,2020-11-11 22:12:00,"""The new Google Tag Manager Preview mode offers a powerful platform for testing and debugging  the implementation of GTM tags and Google Analytics on your website.""

A Guide to GTM Tag Assistant Debug Mode https://t.co/1OTGDXgVOM /by @northresearch #measure https://t.co/Dh6NJokOnH"
3645,2020-11-11 20:22:34,"""Connect your Data Studio Template to your marketing platform data… and bam! Report Finito! No more messy data exports, fiddling with charts, or building fancy spreadsheet queries."" -- @jeffalytics 

7 Plug-And-Play Google Data Studio Templates https://t.co/fJ8OqkBVAR #measure https://t.co/kAs3oo2C4r"
3646,2020-11-11 18:41:40,"New: A video overview of server side and client side tracking, and an introduction to server side Google Tag Manager, from @measureschool:

What is Server-Side Tracking in Google Tag Manager? https://t.co/5QguxykkbD /by @jjanalytics  #measure https://t.co/gunyW7rZjh"
3647,2020-11-11 18:33:47,RT @CardinalPath: What do #marketers need to know about the upcoming transition to Google Analytics 4? Join our panel of experts for our Go…
3648,2020-11-11 17:12:34,The new Google Analytics is designed for the future using a flexible approach to measurement. Learn more about our commitment to helping you get better ROI from your marketing for the long term → https://t.co/sABErzGWVN https://t.co/lcCZeT1wOM
3649,2020-11-12 01:42:35,"@leo60228 @David3141593 Hey there David, If you don't mind us jumping please provide additional info about this situation like specific GCP service is giving you this error and your contact email address in case we need to reach you back so we can ask the Support Team to look into this. -RP"
3650,2020-11-11 22:16:05,Build custom business apps from #GoogleSheets in 3️⃣ steps. Learn how with the help of #GoogleWorkspace and #AppSheet → https://t.co/MnrTDvqOzh https://t.co/MMUf6DEliu
3651,2020-11-11 21:44:42,You can now use @robinpowered with #GoogleWorkspace for seamless room management and booking tools. Learn more → https://t.co/LL979jXGk9 https://t.co/qHI4duunZG
3652,2020-11-11 20:37:21,@LBTTechGroup Hi there. We are so sorry to hear about this. Could you please reach us via DM and share the domain affected? This would help us to further investigate the situation. -WR
3653,2020-11-11 20:31:34,"@NorthernDennis Hi Dennis, thanks for your feedback. Our support team will gladly explain the report in detail, feel free to contact them at https://t.co/WANsU75Tri  -LN"
3654,2020-11-11 20:30:50,"RT @Google: This #VeteransDay, we thank our country’s brave military members for their service. 💛 

We’re honored to have Googlers like Nat…"
3655,2020-11-11 20:29:54,"Knock, knock 👋. Accept all who knock in #GoogleMeet! Learn more about how to admit participants in bulk and limit interruptions → https://t.co/C824og2HAL https://t.co/HaBSv3AoMx"
3656,2020-11-11 20:25:13,"@sfringer @googlephotos Thank you for reaching Scott, Pixel owners will still be able to upload high-quality (not original) photos for free after June 1st without those images counting against their cap. You can find more help for Google Photos here: https://t.co/SJ11XeZWER. Hope this helps! -ES"
3657,2020-11-11 20:21:22,RT @googledocs: Productivity Advisor @LauraMaeMartin shows you how to use #GoogleKeep with Google Assistant to easily create notes hands-fr…
3658,2020-11-11 19:18:01,"@theotherlinh Hi there Linh, thank you for bringing this up. While we cannot provide any updates about Google Chat in that regard at the moment, you can always share with us your ideas on how to improve it using the following process, we'll really appreciate it https://t.co/EprXy6tbMk. -WR"
3659,2020-11-11 18:59:24,"RT @SueTranchina: Another #GoogleMeet update rolling out...
Accept em all at once! This will be a game changer for me 🤩 (Normally I’m apply…"
